src_name,avgParticlesPerCell,cutoff,domainSizeX,domainSizeY,domainSizeZ,estimatedNumNeighborInteractions,maxParticlesPerCell,minParticlesPerCell,numCells,numEmptyCells,numHaloParticles,numParticles,particleSize,particleSizeNeededByFunctor,particlesPerBlurredCellStdDev,particlesPerCellStdDev,rebuildFrequency,skin,threadCount,Ranking,Container,CellSizeFactor,Traversal,Load Estimator,Data Layout,Newton 3
./data/1714082680922988439,4.477612,3.0,402.0,42.0,42.0,1187369.0,6.0,1.0,26264.0,0.0,0.0,117600.0,128.0,72.0,0.012439,0.001808,10.0,1.0,12.0,1.0,VerletListsCells,1.0,vlc_sliced_c02,none,AoS,enabled
./data/1714082680922988439,4.477612,3.0,402.0,42.0,42.0,1187369.0,6.0,1.0,26264.0,0.0,0.0,117600.0,128.0,72.0,0.012439,0.001808,10.0,1.0,12.0,0.7788007830714049,VerletListsCells,1.0,vlc_c18,none,AoS,enabled
./data/1714082680922988439,4.477612,3.0,402.0,42.0,42.0,1187369.0,6.0,1.0,26264.0,0.0,0.0,117600.0,128.0,72.0,0.012439,0.001808,10.0,1.0,12.0,0.6065306597126334,LinkedCells,1.0,lc_c18,none,SoA,enabled
./data/1714082680922988439,4.477612,3.0,402.0,42.0,42.0,1187369.0,6.0,1.0,26264.0,0.0,0.0,117600.0,128.0,72.0,0.012439,0.001808,10.0,1.0,12.0,0.4723665527410147,LinkedCells,1.0,lc_c04,none,SoA,enabled
./data/1714078298751143228,2.871264,3.0,55.0,55.0,55.0,188183.0,15.0,0.0,6859.0,904.0,0.0,19694.0,128.0,72.0,0.066371,0.009379,10.0,1.0,12.0,1.0,VerletListsCells,1.0,vlc_c18,none,AoS,enabled
./data/1714078298751143228,2.871264,3.0,55.0,55.0,55.0,188183.0,15.0,0.0,6859.0,904.0,0.0,19694.0,128.0,72.0,0.066371,0.009379,10.0,1.0,12.0,0.7788007830714049,VerletListsCells,1.0,vlc_c01,none,AoS,disabled
./data/1714078298751143228,2.871264,3.0,55.0,55.0,55.0,188183.0,15.0,0.0,6859.0,904.0,0.0,19694.0,128.0,72.0,0.066371,0.009379,10.0,1.0,12.0,0.6065306597126334,VerletListsCells,1.0,vlc_c18,none,AoS,disabled
./data/1714078298751143228,2.871264,3.0,55.0,55.0,55.0,188183.0,15.0,0.0,6859.0,904.0,0.0,19694.0,128.0,72.0,0.066371,0.009379,10.0,1.0,12.0,0.4723665527410147,VerletLists,1.0,vl_list_iteration,none,AoS,disabled
./data/1714074730886805068,0.020354,3.0,51.0,51.0,51.0,209.0,2.0,0.0,4913.0,4815.0,0.0,100.0,128.0,72.0,0.095723,0.100978,10.0,1.0,12.0,1.0,VerletClusterLists,1.0,vcl_c01_balanced,none,SoA,disabled
./data/1714074730886805068,0.020354,3.0,51.0,51.0,51.0,209.0,2.0,0.0,4913.0,4815.0,0.0,100.0,128.0,72.0,0.095723,0.100978,10.0,1.0,12.0,0.7788007830714049,VerletClusterLists,1.0,vcl_c06,none,SoA,enabled
